cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta,sum_d_readout_out0_signed,sum_d_readout_out1_signed,d_output_bias_out0_signed,d_output_bias_out1_signed
172,final_eval,44,1,False,False,0.175523,0.172395,0.00312754,0.208284,0.2115,0.208276,0.211491,0.17266,0.175787,True,0.32688025,0.175523,0.172395,0.00312754,True,0.175652,0.172524,0.00312731,True,0.175737,0.17261,0.00312715,True,0.463514,0.106965,0.08,0.646135,0.52235,0.243356,0.304203,0.248519,0.00194895,0.00191411,1.2,7.76471e-10,,,,,,,,,,,,,
173,final_eval,45,1,False,False,0.175534,0.172406,0.00312858,0.208292,0.211509,0.208284,0.2115,0.172668,0.175796,True,0.16899925000000002,0.175534,0.172406,0.00312858,True,0.175662,0.172534,0.00312819,True,0.175747,0.172619,0.00312791,True,0.229949,0.132228,0.173526,0.267329,0.185581,0.149795,0.08,0.133586,0.00194887,0.00191402,1.2,7.76472e-10,,,,,,,,,,,,,
174,final_eval,46,1,False,False,0.175517,0.172389,0.00312737,0.208277,0.211493,0.208268,0.211483,0.172653,0.17578,True,0.31425375,0.175517,0.172389,0.00312737,True,0.175645,0.172518,0.00312716,True,0.17573,0.172603,0.00312701,True,0.099258,0.348219,0.354446,0.303381,0.520741,0.456976,0.180046,0.250963,0.00194904,0.00191419,7.76471e-10,1.2,,,,,,,,,,,,,
175,final_eval,47,1,False,False,0.175528,0.1724,0.00312775,0.208286,0.211503,0.208278,0.211493,0.172663,0.17579,True,0.2682082,0.175528,0.1724,0.00312775,True,0.175656,0.172528,0.00312754,True,0.175741,0.172613,0.00312739,True,0.162354,0.228891,0.0978166,0.426085,0.770112,0.161678,0.13612,0.162609,0.00194893,0.00191408,7.76472e-10,1.2,,,,,,,,,,,,,
176,final_eval,48,1,False,False,0.17552,0.172392,0.00312799,0.20828,0.211496,0.208271,0.211486,0.172656,0.175783,True,0.253805,0.17552,0.172392,0.00312799,True,0.175648,0.17252,0.00312766,True,0.175733,0.172606,0.00312743,True,0.08,0.351668,0.279981,0.202821,0.554981,0.115102,0.24642,0.199467,0.00194901,0.00191416,7.76472e-10,1.2,,,,,,,,,,,,,
177,final_eval,49,1,False,False,0.175507,0.172379,0.00312726,0.208267,0.211482,0.208258,0.211473,0.172643,0.17577,True,0.49324425,0.175507,0.172379,0.00312726,True,0.175635,0.172508,0.00312706,True,0.17572,0.172593,0.0031269,True,0.437398,0.585711,0.328765,0.48025,0.766049,0.770115,0.148938,0.428728,0.00194915,0.0019143,1.2,7.76471e-10,,,,,,,,,,,,,
178,final_eval,50,1,False,False,0.175528,0.172401,0.00312748,0.208292,0.211507,0.208283,0.211499,0.172667,0.175794,True,0.25741375,0.175528,0.172401,0.00312748,True,0.175657,0.17253,0.00312726,True,0.175743,0.172616,0.00312709,True,0.121863,0.439552,0.500355,0.112137,0.08,0.123707,0.406674,0.275022,0.00194887,0.00191403,7.76471e-10,1.2,,,,,,,,,,,,,
179,final_eval,51,1,False,False,0.175533,0.172406,0.00312763,0.208296,0.211512,0.208288,0.211504,0.172671,0.175798,True,0.208235925,0.175533,0.172406,0.00312763,True,0.175662,0.172535,0.00312742,True,0.175748,0.172621,0.00312726,True,0.0934422,0.186428,0.10577,0.280885,0.673256,0.147746,0.0947575,0.0836027,0.00194882,0.00191398,1.2,7.76471e-10,,,,,,,,,,,,,
180,final_eval,52,1,False,False,0.175519,0.172391,0.00312753,0.208279,0.211495,0.20827,0.211485,0.172655,0.175782,True,0.19452275,0.175519,0.172391,0.00312753,True,0.175647,0.17252,0.00312734,True,0.175732,0.172605,0.0031272,True,0.08,0.25617,0.274205,0.152513,0.299029,0.186263,0.182402,0.1256,0.00194902,0.00191417,1.2,7.76472e-10,,,,,,,,,,,,,
181,final_eval,53,1,False,False,0.175502,0.172374,0.00312731,0.20826,0.211476,0.208251,0.211466,0.172637,0.175764,True,0.36896112499999995,0.175502,0.172374,0.00312731,True,0.175629,0.172502,0.00312711,True,0.175714,0.172587,0.00312696,True,0.490344,0.306697,0.332631,0.596352,0.292771,0.227785,0.206721,0.498388,0.00194922,0.00191437,7.76471e-10,1.2,,,,,,,,,,,,,
182,final_eval,54,1,False,False,0.175521,0.172394,0.00312762,0.208281,0.211497,0.208273,0.211488,0.172657,0.175785,True,0.2491034375,0.175521,0.172394,0.00312762,True,0.175649,0.172522,0.00312738,True,0.175735,0.172608,0.00312721,True,0.0908635,0.402777,0.436154,0.113948,0.189068,0.119883,0.402171,0.237963,0.00194898,0.00191414,7.76472e-10,1.2,,,,,,,,,,,,,
183,final_eval,55,1,False,False,0.175508,0.172381,0.00312734,0.208268,0.211484,0.208259,0.211474,0.172644,0.175771,True,0.288436375,0.175508,0.172381,0.00312734,True,0.175636,0.172509,0.00312714,True,0.175721,0.172594,0.00312699,True,0.10672,0.473012,0.469743,0.127738,0.256922,0.143785,0.435427,0.294144,0.00194914,0.00191429,1.2,7.76471e-10,,,,,,,,,,,,,
184,final_eval,56,1,False,False,0.175505,0.172378,0.00312734,0.208264,0.21148,0.208255,0.211471,0.172641,0.175768,True,0.3319903,0.175505,0.172378,0.00312734,True,0.175633,0.172506,0.00312714,True,0.175718,0.172591,0.00312699,True,0.0835114,0.48009,0.460324,0.210826,0.454942,0.2032,0.440416,0.322613,0.00194918,0.00191433,1.2,7.76472e-10,,,,,,,,,,,,,
185,final_eval,57,1,False,False,0.175498,0.172371,0.00312716,0.208259,0.211474,0.208249,0.211465,0.172635,0.175762,True,0.36300319999999997,0.175498,0.172371,0.00312716,True,0.175627,0.1725,0.00312695,True,0.175712,0.172585,0.0031268,True,0.0818106,0.48645,0.483783,0.251085,0.484802,0.354263,0.420878,0.340954,0.00194924,0.00191439,7.76471e-10,1.2,,,,,,,,,,,,,
186,final_eval,58,1,False,False,0.175506,0.172379,0.00312731,0.208267,0.211483,0.208258,0.211473,0.172643,0.17577,True,0.30504495000000004,0.175506,0.172379,0.00312731,True,0.175635,0.172508,0.0031271,True,0.17572,0.172593,0.00312694,True,0.0908086,0.483583,0.467344,0.172846,0.377791,0.10718,0.425727,0.31508,0.00194915,0.0019143,7.76472e-10,1.2,,,,,,,,,,,,,
187,final_eval,59,1,False,False,0.175515,0.172387,0.00312749,0.208277,0.211493,0.208267,0.211483,0.172652,0.175779,True,0.235791625,0.175515,0.172387,0.00312749,True,0.175644,0.172516,0.00312727,True,0.175729,0.172602,0.00312711,True,0.082853,0.247884,0.142691,0.288773,0.750944,0.118654,0.138684,0.11585,0.00194904,0.0019142,1.2,7.76471e-10,,,,,,,,,,,,,
188,final_eval,60,1,False,False,0.175522,0.172394,0.00312763,0.208283,0.211499,0.208275,0.211491,0.172659,0.175786,True,0.1511760125,0.175522,0.172394,0.00312763,True,0.17565,0.172523,0.00312742,True,0.175736,0.172609,0.00312727,True,0.209429,0.0830459,0.168639,0.236886,0.0841124,0.264663,0.0826328,0.08,0.00194896,0.00191411,1.2,7.76472e-10,,,,,,,,,,,,,
189,final_eval,61,1,False,False,0.175506,0.172379,0.00312763,0.208265,0.211481,0.208256,0.211472,0.172642,0.175769,True,0.19387995,0.175506,0.172379,0.00312763,True,0.175634,0.172507,0.00312741,True,0.175719,0.172592,0.00312725,True,0.0863096,0.241792,0.27736,0.148773,0.247982,0.215356,0.199654,0.133813,0.00194917,0.00191431,7.76471e-10,1.2,,,,,,,,,,,,,
190,final_eval,62,1,False,False,0.175499,0.172372,0.00312727,0.208258,0.211474,0.208249,0.211465,0.172635,0.175762,True,0.282842625,0.175499,0.172372,0.00312727,True,0.175627,0.1725,0.00312706,True,0.175712,0.172585,0.00312691,True,0.08203,0.405599,0.394167,0.173139,0.384138,0.142556,0.412841,0.268271,0.00194924,0.00191439,7.76472e-10,1.2,,,,,,,,,,,,,
191,final_eval,63,1,False,False,0.175494,0.172366,0.00312771,0.208253,0.211469,0.208244,0.211459,0.17263,0.175757,True,0.3316285,0.175494,0.172366,0.00312771,True,0.175622,0.172495,0.0031274,True,0.175707,0.17258,0.00312718,True,0.306762,0.236775,0.145135,0.56106,0.770112,0.239122,0.139169,0.254893,0.0019493,0.00191445,7.76472e-10,1.2,,,,,,,,,,,,,
