cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,act20,act21,act22,act23,act24,act25,act26,act27,act28,act29,act30,act31,lose0,lose1,lead01,lead10,bwd_signal
144,final_eval,16,0,False,False,0.0553787,0.0513799,0.00399877,0.0876002,0.0834631,0.00456061,0.00570834,0.0553864,0.0513872,True,0.30233273437499997,0.0553787,0.0513799,0.00399877,True,0.22759,0.408197,0.427667,0.31717,0.231814,0.27518,0.484113,0.449003,0.245803,0.0915089,0.484293,0.170141,0.213436,0.41542,0.259818,0.299556,0.295627,0.370773,0.284352,0.315015,0.21828,0.459173,0.351915,0.486326,0.218155,0.167402,0.407356,0.1094,0.0866546,0.39984,0.155929,0.34774,0.337429,0.337924,1.13993,1.13992,
145,final_eval,17,0,False,False,0.0768661,0.0649026,0.0119636,0.109756,0.0974219,-0.000586414,0.00143409,0.0768729,0.06491,True,0.55920984375,0.0768661,0.0649026,0.0119636,True,0.640951,0.717267,0.770218,0.685167,0.640639,0.770218,0.770218,0.08,0.556142,0.540357,0.490855,0.266687,0.657914,0.547428,0.42983,0.501111,0.710957,0.425472,0.476198,0.677034,0.770218,0.770218,0.738846,0.489363,0.468177,0.728558,0.140122,0.389749,0.672621,0.553825,0.552724,0.265631,0.336188,0.336721,1.13962,1.13972,
146,final_eval,18,0,False,False,0.0647758,0.0647497,2.61369e-05,0.0972912,0.0972639,0.000979049,0.0016109,0.0647835,0.064757,True,0.6067199374999998,0.0647758,0.0647497,2.61369e-05,True,0.396961,0.77022,0.77022,0.710292,0.406033,0.499166,0.770218,0.7319,0.760717,0.254451,0.683624,0.504713,0.323129,0.725372,0.658168,0.681111,0.73927,0.680932,0.757461,0.640471,0.698884,0.77022,0.334008,0.770218,0.65519,0.77022,0.770219,0.361542,0.324159,0.77022,0.156311,0.569418,0.336572,0.336744,1.13993,1.13985,
147,final_eval,19,0,False,False,0.0706806,0.0588529,0.0118277,0.10338,0.0911804,0.0010706,0.00365593,0.0706876,0.0588603,True,0.5035677500000001,0.0706806,0.0588529,0.0118277,True,0.77022,0.613438,0.73708,0.77022,0.77022,0.673231,0.740481,0.600106,0.679767,0.451011,0.546707,0.766435,0.148282,0.770218,0.672814,0.566444,0.770218,0.10703,0.770219,0.428504,0.203959,0.188936,0.605836,0.0851493,0.659274,0.28839,0.493336,0.264939,0.265644,0.229107,0.383289,0.0936637,0.336519,0.337349,1.13978,1.13991,
148,final_eval,20,0,False,False,0.0757848,0.0560162,0.0197686,0.108642,0.0882534,0.00118018,0.00418226,0.0757915,0.0560239,True,0.4945984999999999,0.0757848,0.0560162,0.0197686,True,0.75562,0.482195,0.633557,0.77022,0.759041,0.770218,0.77022,0.480662,0.631848,0.479632,0.672567,0.25177,0.155092,0.708045,0.31668,0.144889,0.656422,0.271122,0.676775,0.506086,0.77022,0.130881,0.673783,0.121638,0.502271,0.37195,0.289974,0.494981,0.484812,0.225805,0.690732,0.177444,0.336449,0.337442,1.13977,1.13989,
149,final_eval,21,0,False,False,0.0782004,0.056451,0.0217493,0.111133,0.0887029,0.00128457,0.00449704,0.0782069,0.0564586,True,0.37282840624999997,0.0782004,0.056451,0.0217493,True,0.618181,0.473595,0.444862,0.551244,0.50333,0.653568,0.588766,0.285308,0.546785,0.333348,0.210717,0.231546,0.14589,0.113203,0.298914,0.459333,0.478899,0.338639,0.18197,0.488443,0.112897,0.13329,0.508992,0.156248,0.412784,0.354276,0.197011,0.541184,0.637067,0.08,0.770219,0.08,0.336445,0.337511,1.13979,1.13986,
150,final_eval,22,0,False,False,0.0645964,0.0635734,0.00102297,0.0971083,0.0960527,0.00230862,0.00299622,0.0646039,0.0635808,True,0.404773,0.0645964,0.0635734,0.00102297,True,0.572917,0.476237,0.588594,0.770219,0.187003,0.418119,0.13461,0.314509,0.421387,0.332893,0.458976,0.603547,0.472393,0.135124,0.323238,0.77022,0.579874,0.486513,0.158183,0.370185,0.664796,0.255729,0.396014,0.158618,0.427508,0.305542,0.371796,0.679844,0.385138,0.260693,0.11079,0.361527,0.336719,0.336911,1.13993,1.13978,
151,final_eval,23,0,False,False,0.0695502,0.0555565,0.0139937,0.102216,0.0877796,0.00166269,0.00430187,0.0695573,0.0555642,True,0.43418403124999994,0.0695502,0.0555565,0.0139937,True,0.770219,0.473998,0.604056,0.755224,0.770219,0.447795,0.586184,0.510943,0.484051,0.464186,0.681764,0.309424,0.368773,0.539772,0.349154,0.191111,0.640824,0.102991,0.666162,0.77022,0.146138,0.211314,0.238842,0.192979,0.423773,0.458359,0.256173,0.391733,0.283745,0.225883,0.450895,0.126985,0.336558,0.337445,1.13979,1.13993,
152,final_eval,24,0,False,False,0.0705543,0.0486247,0.0219296,0.103251,0.080589,0.00267572,0.00612884,0.0705612,0.0486308,True,0.33018469062499994,0.0705543,0.0486247,0.0219296,True,0.516789,0.262486,0.42709,0.516068,0.519245,0.330542,0.429106,0.331418,0.391048,0.292309,0.454688,0.169134,0.152699,0.0811283,0.08,0.770219,0.372047,0.0917682,0.255094,0.759376,0.574159,0.225637,0.085255,0.130609,0.193305,0.150604,0.0827046,0.50539,0.373637,0.178096,0.687235,0.177024,0.336859,0.338356,1.13982,1.13993,
153,final_eval,25,0,False,False,0.0715054,0.0621261,0.00937935,0.104231,0.0945585,0.000176299,0.00192396,0.0715125,0.0621337,True,0.49559695625,0.0715054,0.0621261,0.00937935,True,0.50609,0.566316,0.698648,0.753646,0.518285,0.643483,0.767482,0.444206,0.345894,0.360454,0.554922,0.273093,0.373374,0.770219,0.652692,0.770218,0.608922,0.388739,0.636046,0.266556,0.770218,0.552081,0.580206,0.44777,0.512942,0.320625,0.600926,0.188758,0.43459,0.362178,0.0849636,0.10456,0.336326,0.336806,1.13982,1.13973,
154,final_eval,26,0,False,False,0.0670448,0.0628449,0.0041999,0.0996311,0.0952994,0.00123743,0.00249426,0.0670521,0.0628522,True,0.5704588812500001,0.0670448,0.0628449,0.0041999,True,0.436849,0.770219,0.681453,0.713739,0.447063,0.551915,0.725787,0.527732,0.770218,0.21629,0.607984,0.179292,0.11773,0.77022,0.608184,0.731555,0.655079,0.77022,0.668178,0.769597,0.474282,0.757103,0.665837,0.57846,0.568032,0.77022,0.722335,0.582537,0.24905,0.741102,0.0949412,0.331481,0.336606,0.336985,1.13988,1.13984,
155,final_eval,27,0,False,False,0.0666895,0.0629232,0.00376633,0.0992641,0.0953786,0.00129564,0.002511,0.0666967,0.0629305,True,0.5762745000000001,0.0666895,0.0629232,0.00376633,True,0.770219,0.77022,0.77022,0.77022,0.770219,0.770219,0.77022,0.460275,0.714359,0.247939,0.767575,0.56319,0.166871,0.77022,0.603472,0.679555,0.77022,0.603749,0.77022,0.418452,0.306635,0.634767,0.359465,0.424148,0.742744,0.770218,0.46357,0.629756,0.278817,0.633405,0.158523,0.111102,0.336605,0.336968,1.13984,1.13985,
156,final_eval,28,0,False,False,0.0655786,0.0543588,0.0112197,0.0981218,0.086543,0.00242823,0.0046922,0.0655859,0.0543665,True,0.32390320312500004,0.0655786,0.0543588,0.0112197,True,0.52447,0.365733,0.453304,0.600734,0.477595,0.292231,0.401702,0.311811,0.176618,0.145722,0.514105,0.203177,0.317791,0.61053,0.381501,0.504222,0.435398,0.240863,0.376011,0.258272,0.270132,0.0915819,0.46067,0.087747,0.271456,0.425041,0.0810616,0.116556,0.277561,0.160434,0.353496,0.177376,0.336755,0.337585,1.13985,1.13993,
157,final_eval,29,0,False,False,0.0708073,0.0582547,0.0125527,0.103513,0.0905662,0.00125503,0.00344585,0.0708144,0.0582624,True,0.3632639218750001,0.0708073,0.0582547,0.0125527,True,0.531274,0.502889,0.534256,0.557204,0.536966,0.574916,0.485106,0.229424,0.299534,0.158291,0.291731,0.0973875,0.517669,0.355944,0.397229,0.448222,0.495627,0.33564,0.311726,0.270843,0.208625,0.40614,0.253963,0.278854,0.352981,0.457895,0.08,0.428007,0.289333,0.303197,0.444964,0.188608,0.336476,0.337169,1.13978,1.13983,
158,final_eval,30,0,False,False,0.0666781,0.0555803,0.0110978,0.0992547,0.0878029,0.00243567,0.00415224,0.0666852,0.0555879,True,0.466927440625,0.0666781,0.0555803,0.0110978,True,0.743989,0.637715,0.708511,0.703339,0.735565,0.753624,0.770218,0.105184,0.0955241,0.54172,0.510695,0.293775,0.25135,0.621491,0.608311,0.588889,0.683675,0.385698,0.479481,0.770219,0.128429,0.609739,0.254643,0.277818,0.486417,0.203397,0.199509,0.770219,0.111336,0.345895,0.175719,0.389584,0.33682,0.33744,1.13988,1.13989,
159,final_eval,31,0,False,False,0.0622069,0.0518493,0.0103575,0.0946448,0.0839481,0.00346463,0.00583271,0.0622143,0.0518566,True,0.305921428125,0.0622069,0.0518493,0.0103575,True,0.291619,0.360851,0.342939,0.426903,0.297675,0.359855,0.373106,0.521136,0.08,0.12755,0.385765,0.21123,0.277485,0.56677,0.445494,0.395111,0.296771,0.387394,0.343762,0.573926,0.124769,0.318001,0.11856,0.375332,0.227517,0.149342,0.382886,0.124132,0.381796,0.16564,0.258886,0.0972827,0.336963,0.337905,1.13989,1.13991,
160,final_eval,32,1,False,False,0.0575891,0.0564322,0.00115697,0.0886869,0.0898784,0.00465104,0.00461809,0.0564397,0.0575965,True,0.312840128125,0.0575891,0.0564322,0.00115697,True,0.0938811,0.456305,0.374484,0.163556,0.0942784,0.0983571,0.130241,0.648914,0.370846,0.50901,0.422448,0.283891,0.331411,0.203546,0.18742,0.389111,0.222315,0.365019,0.361142,0.574206,0.226109,0.346505,0.0842089,0.491954,0.192799,0.26728,0.554573,0.423095,0.199805,0.372002,0.0955886,0.476583,0.337522,0.337478,1.13992,1.13981,
161,final_eval,33,1,False,False,0.0452413,0.0507864,-0.00554504,0.0828562,0.0748543,0.0071114,0.008876,0.0507937,0.0452389,False,0.262343790625,0.0452413,0.0507864,-0.00554504,False,0.361298,0.0966629,0.122031,0.492813,0.36935,0.255372,0.440624,0.167484,0.152304,0.229162,0.128877,0.170781,0.217669,0.657676,0.236131,0.450889,0.177076,0.196524,0.30891,0.331354,0.277509,0.215976,0.299056,0.326205,0.156775,0.0962734,0.481897,0.116627,0.177789,0.222362,0.161297,0.300247,0.338267,0.339457,1.13993,1.13993,
162,final_eval,34,1,False,False,0.0510324,0.0482196,0.00281275,0.080199,0.0831035,0.00764173,0.00761362,0.0482266,0.0510393,True,0.24957533750000005,0.0510324,0.0482196,0.00281275,True,0.0838406,0.400537,0.39741,0.10904,0.0839505,0.085079,0.0939007,0.574262,0.265296,0.334711,0.449108,0.244907,0.139264,0.128355,0.128011,0.224444,0.196248,0.201574,0.268285,0.295213,0.11425,0.407172,0.102181,0.549742,0.126488,0.194129,0.433179,0.281621,0.118332,0.383241,0.089971,0.482669,0.338832,0.338719,1.13991,1.13983,
163,final_eval,35,1,False,False,0.0512859,0.0584544,-0.00716844,0.0907744,0.0833667,0.00456497,0.00613414,0.0584618,0.0512931,False,0.30026484687499994,0.0512859,0.0584544,-0.00716844,False,0.497202,0.08,0.0873754,0.571344,0.509143,0.294626,0.32644,0.145178,0.145499,0.267626,0.0885767,0.0994008,0.110552,0.765986,0.34909,0.505111,0.214784,0.250548,0.305551,0.354147,0.08,0.406628,0.223712,0.540858,0.181435,0.197208,0.547039,0.302073,0.0978592,0.417262,0.129482,0.516739,0.337492,0.338239,1.13977,1.13988,
164,final_eval,36,1,False,False,0.0637202,0.058659,0.00506116,0.0909818,0.0962021,0.00364795,0.00302842,0.0586665,0.0637274,True,0.5114892812499999,0.0637202,0.058659,0.00506116,True,0.16197,0.684524,0.770218,0.221052,0.164316,0.188401,0.356227,0.77022,0.770218,0.77022,0.77022,0.457767,0.634356,0.282848,0.250076,0.484889,0.46179,0.22815,0.763316,0.176763,0.592997,0.693067,0.77022,0.77022,0.39996,0.467027,0.77022,0.670502,0.158672,0.770218,0.166793,0.77022,0.337236,0.336998,1.13986,1.13973,
165,final_eval,37,1,False,False,0.0621622,0.0531938,0.00896836,0.0853395,0.0945959,0.00661376,0.0057202,0.0532011,0.0621692,True,0.36725290312500003,0.0621622,0.0531938,0.00896836,True,0.102989,0.509698,0.564957,0.103372,0.103647,0.110402,0.163206,0.65539,0.561671,0.77022,0.574607,0.646924,0.77022,0.120537,0.121834,0.21,0.287517,0.0939384,0.309316,0.125504,0.165061,0.624091,0.146906,0.681102,0.298966,0.201292,0.729858,0.240638,0.0975135,0.770218,0.120279,0.770219,0.338218,0.337718,1.13992,1.13987,
166,final_eval,38,1,False,False,0.0573059,0.0661431,-0.00883713,0.0987037,0.089587,0.00210977,0.00423505,0.0661504,0.0573135,False,0.37883130000000004,0.0573059,0.0661431,-0.00883713,False,0.370735,0.363315,0.391723,0.528047,0.379057,0.459839,0.579631,0.524434,0.0976506,0.08,0.382561,0.399747,0.342638,0.597636,0.580676,0.767326,0.35789,0.194289,0.579381,0.328763,0.156805,0.162045,0.535362,0.214292,0.253271,0.148678,0.58888,0.173076,0.739005,0.247113,0.336931,0.261805,0.336682,0.337405,1.13972,1.13991,
167,final_eval,39,1,False,False,0.0513299,0.0466808,0.00464909,0.0785977,0.0834111,0.00818108,0.00783033,0.0466873,0.0513368,True,0.21723498437500002,0.0513299,0.0466808,0.00464909,True,0.0808779,0.279686,0.34867,0.0841486,0.080903,0.0811609,0.0831773,0.412486,0.263453,0.320324,0.39243,0.318392,0.286503,0.0940228,0.100885,0.136889,0.135849,0.129146,0.131767,0.133173,0.163859,0.333662,0.264679,0.434906,0.107991,0.120603,0.369399,0.162099,0.13169,0.364964,0.16253,0.441194,0.339183,0.338821,1.13993,1.13993,
168,final_eval,40,1,False,False,0.0513045,0.0504721,0.000832354,0.082533,0.0833872,0.00700025,0.00728133,0.0504795,0.0513116,True,0.24000172500000005,0.0513045,0.0504721,0.000832354,True,0.133549,0.283897,0.37404,0.08,0.135082,0.150816,0.258723,0.418123,0.363119,0.406944,0.421931,0.264674,0.361043,0.0883009,0.0963644,0.115778,0.157805,0.117313,0.241491,0.0868769,0.179544,0.252924,0.333865,0.369477,0.143225,0.118791,0.441535,0.137037,0.284249,0.284976,0.21133,0.367232,0.33832,0.338424,1.13985,1.13988,
169,final_eval,41,1,False,False,0.0481835,0.0485636,-0.000380126,0.0805531,0.0801329,0.00760522,0.00814721,0.0485707,0.0481893,False,0.248988528125,0.0481835,0.0485636,-0.000380126,False,0.105732,0.36215,0.325922,0.165835,0.106469,0.11403,0.172539,0.522875,0.278977,0.383018,0.365976,0.269524,0.321656,0.206689,0.14966,0.270444,0.180777,0.255566,0.301417,0.409498,0.12813,0.253332,0.1269,0.371258,0.146056,0.148371,0.460007,0.231184,0.123457,0.269043,0.0815159,0.359625,0.338529,0.338802,1.1399,1.13991,
170,final_eval,42,1,False,False,0.0442651,0.0422756,0.00198958,0.0723591,0.0708051,0.0104852,0.0110112,0.0422732,0.0442627,True,0.21003337187500007,0.0442651,0.0422756,0.00198958,True,0.212831,0.207436,0.26523,0.224674,0.216633,0.159741,0.254752,0.315768,0.233752,0.337436,0.295399,0.2342,0.29092,0.287844,0.206267,0.348889,0.154485,0.0902649,0.262403,0.105304,0.127529,0.119367,0.140396,0.155353,0.15162,0.143162,0.469049,0.210417,0.114584,0.12314,0.114105,0.148117,0.340334,0.340913,1.13993,1.13993,
171,final_eval,43,1,False,False,0.0448557,0.0503235,-0.00546779,0.0823783,0.0763342,0.00769035,0.00901888,0.0503308,0.0448534,False,0.249692559375,0.0448557,0.0503235,-0.00546779,False,0.11078,0.257738,0.13034,0.399908,0.111661,0.0985022,0.120511,0.383105,0.278906,0.408307,0.138539,0.148909,0.137423,0.529537,0.25829,0.517555,0.143549,0.369086,0.235624,0.770218,0.200593,0.08,0.238139,0.08,0.143238,0.278578,0.449947,0.490023,0.159567,0.0820354,0.158466,0.0810873,0.338756,0.339753,1.13981,1.13989,
172,final_eval,44,1,False,False,0.0504083,0.0577987,-0.00739044,0.0900969,0.0824506,0.00460875,0.00606882,0.0578062,0.0504151,False,0.31183467499999995,0.0504083,0.0577987,-0.00739044,False,0.463514,0.106965,0.08,0.646135,0.474491,0.160539,0.263688,0.181275,0.188172,0.320324,0.08,0.0842096,0.08,0.770219,0.310503,0.631111,0.230354,0.299946,0.397671,0.523434,0.200391,0.34346,0.14899,0.507601,0.158065,0.282289,0.484314,0.456142,0.193306,0.335637,0.133814,0.44215,0.337511,0.338221,1.13979,1.13983,
173,final_eval,45,1,False,False,0.0445328,0.0425626,0.00197024,0.0678311,0.0639914,0.0121815,0.0131911,0.0425602,0.0445303,True,0.18530987499999999,0.0445328,0.0425626,0.00197024,True,0.229949,0.132228,0.173526,0.267329,0.234241,0.142762,0.235887,0.215093,0.2032,0.28292,0.188759,0.161172,0.187485,0.346676,0.192004,0.333556,0.116324,0.115092,0.168953,0.166505,0.150847,0.102262,0.171589,0.122611,0.114217,0.156501,0.383811,0.237959,0.109293,0.0877959,0.108888,0.0904811,0.34234,0.344571,1.13993,1.13993,
174,final_eval,46,1,False,False,0.053606,0.0566367,-0.00303067,0.0888986,0.0857657,0.00463643,0.00562741,0.0566444,0.0536134,False,0.30999147500000007,0.053606,0.0566367,-0.00303067,False,0.099258,0.348219,0.354446,0.303381,0.0998092,0.105468,0.149702,0.504227,0.322005,0.494018,0.399146,0.124567,0.239571,0.3964,0.282868,0.548444,0.217045,0.223064,0.405573,0.444129,0.379582,0.21933,0.456061,0.330097,0.17975,0.30572,0.536109,0.527168,0.221567,0.205048,0.224904,0.273051,0.337392,0.337795,1.13974,1.13979,
175,final_eval,47,1,False,False,0.0446414,0.046962,-0.00232054,0.0788958,0.0712872,0.0093601,0.0108621,0.0469686,0.044639,False,0.23632796875000003,0.0446414,0.046962,-0.00232054,False,0.162354,0.228891,0.0978166,0.426085,0.164711,0.184701,0.229135,0.34449,0.191433,0.332742,0.100718,0.120906,0.114233,0.565641,0.217028,0.496,0.143719,0.359109,0.235148,0.764388,0.16703,0.108215,0.188308,0.132355,0.129483,0.198074,0.419281,0.325674,0.0904285,0.109376,0.0897139,0.125308,0.339547,0.341115,1.13993,1.13993,
176,final_eval,48,1,False,False,0.0550171,0.0549297,8.73637e-05,0.0871373,0.0872242,0.00478249,0.0050218,0.0549373,0.0550245,True,0.27847712812500003,0.0550171,0.0549297,8.73637e-05,True,0.08,0.351668,0.279981,0.202821,0.08,0.08,0.08,0.508844,0.374532,0.485841,0.312553,0.126397,0.144785,0.257703,0.230209,0.447111,0.16518,0.384128,0.238473,0.625685,0.0881789,0.264423,0.287092,0.366201,0.148552,0.359845,0.442458,0.603903,0.186866,0.284279,0.0800132,0.343546,0.337694,0.337754,1.1398,1.13977,
177,final_eval,49,1,False,False,0.0617193,0.0703213,-0.00860199,0.103011,0.0941404,0.000603232,0.00253136,0.0703285,0.0617269,False,0.44161818750000004,0.0617193,0.0703213,-0.00860199,False,0.437398,0.585711,0.328765,0.48025,0.394351,0.55264,0.406865,0.741314,0.47441,0.439654,0.314929,0.460786,0.408343,0.640349,0.242689,0.546889,0.413626,0.447758,0.537395,0.770219,0.205224,0.403282,0.279123,0.406121,0.263634,0.308333,0.49696,0.573909,0.77022,0.239658,0.409359,0.151618,0.336349,0.336892,1.13969,1.13979,
178,final_eval,50,1,False,False,0.0585296,0.0565145,0.00201506,0.0887718,0.0908491,0.00557076,0.00536096,0.056522,0.0585369,True,0.31765800937500005,0.0585296,0.0565145,0.00201506,True,0.121863,0.439552,0.500355,0.112137,0.123061,0.135361,0.227347,0.626489,0.452932,0.566555,0.56882,0.0850332,0.0993251,0.132626,0.131386,0.225556,0.251829,0.114398,0.402673,0.113069,0.288308,0.451576,0.357185,0.63204,0.148381,0.340087,0.482893,0.48189,0.379328,0.402234,0.256607,0.51416,0.337675,0.337572,1.13993,1.13989,
179,final_eval,51,1,False,False,0.0457962,0.0445367,0.00125952,0.0762903,0.0668036,0.0100279,0.0119011,0.0445395,0.0457936,True,0.17798735624999998,0.0457962,0.0445367,0.00125952,True,0.0934422,0.186428,0.10577,0.280885,0.0938269,0.0977766,0.128652,0.287646,0.188172,0.276712,0.109967,0.137287,0.118466,0.365373,0.172647,0.302222,0.08,0.283752,0.08,0.582261,0.138693,0.0812031,0.155331,0.0823028,0.08,0.183231,0.305833,0.293151,0.117163,0.0849358,0.116649,0.085817,0.340811,0.344001,1.13993,1.13993,
180,final_eval,52,1,False,False,0.04503,0.0431103,0.00191975,0.0746695,0.0756409,0.00881456,0.0090445,0.0431096,0.0450276,True,0.20938278437499996,0.04503,0.0431103,0.00191975,True,0.08,0.25617,0.274205,0.152513,0.08,0.08,0.08,0.381006,0.260263,0.409216,0.305836,0.101872,0.144969,0.188314,0.175385,0.329333,0.121057,0.147301,0.17805,0.256047,0.213747,0.190663,0.241953,0.287203,0.101692,0.246129,0.357172,0.417779,0.0975959,0.191099,0.0957582,0.257921,0.339772,0.339868,1.13991,1.1399,
181,final_eval,53,1,False,False,0.0561583,0.0632801,-0.00712184,0.0957509,0.0884005,0.00288088,0.00467311,0.0632875,0.0561657,False,0.3722113375,0.0561583,0.0632801,-0.00712184,False,0.490344,0.306697,0.332631,0.596352,0.502088,0.450262,0.708113,0.448643,0.311159,0.419665,0.373778,0.375039,0.510307,0.770218,0.383602,0.761997,0.368557,0.183356,0.760615,0.289737,0.19005,0.13857,0.200582,0.172177,0.357367,0.0907345,0.77022,0.0903189,0.0985885,0.169891,0.0922309,0.196873,0.336924,0.337577,1.13966,1.13976,
182,final_eval,54,1,False,False,0.0537637,0.0500948,0.00366891,0.0821429,0.08593,0.00705729,0.00668984,0.0501022,0.0537709,True,0.27120846562499995,0.0537637,0.0500948,0.00366891,True,0.0908635,0.402777,0.436154,0.113948,0.0911744,0.0943664,0.119319,0.57726,0.330937,0.431779,0.494162,0.278401,0.266994,0.135124,0.13336,0.237556,0.212269,0.16143,0.324666,0.21556,0.150056,0.384367,0.226999,0.538504,0.152969,0.199946,0.478734,0.295041,0.0914506,0.396473,0.106803,0.509228,0.338432,0.338173,1.13993,1.13989,
183,final_eval,55,1,False,False,0.0564245,0.0523532,0.00407125,0.0844747,0.0886761,0.00652998,0.00616548,0.0523607,0.0564317,True,0.30365615625000003,0.0564245,0.0523532,0.00407125,True,0.10672,0.473012,0.469743,0.127738,0.107485,0.115336,0.176709,0.67128,0.363828,0.489778,0.533222,0.335322,0.32,0.154144,0.148387,0.275556,0.252521,0.197466,0.411847,0.286241,0.110742,0.422739,0.102435,0.595164,0.19118,0.196934,0.564543,0.279932,0.145145,0.438796,0.088495,0.564557,0.338123,0.337889,1.13986,1.13984,
184,final_eval,56,1,False,False,0.062254,0.0605595,0.00169449,0.0929452,0.0946917,0.00302427,0.003018,0.060567,0.0622613,True,0.36974891249999997,0.062254,0.0605595,0.00169449,True,0.0835114,0.48009,0.460324,0.210826,0.0836119,0.0846437,0.0927092,0.680754,0.444071,0.544597,0.522268,0.260647,0.200184,0.268744,0.238933,0.462667,0.265872,0.390436,0.400745,0.582166,0.230082,0.458533,0.507604,0.609238,0.217881,0.40297,0.603285,0.629988,0.112054,0.474821,0.257832,0.569877,0.337088,0.337058,1.13978,1.1398,
185,final_eval,57,1,False,False,0.0646542,0.0632183,0.00143584,0.0956872,0.0971669,0.00224713,0.00248045,0.0632258,0.0646614,True,0.40579989375,0.0646542,0.0632183,0.00143584,True,0.0818106,0.48645,0.483783,0.251085,0.0818624,0.0823944,0.0865532,0.689268,0.476962,0.593358,0.549548,0.174259,0.108528,0.324271,0.279621,0.545556,0.284635,0.419558,0.424256,0.626814,0.394945,0.483417,0.71222,0.635334,0.227983,0.53576,0.60558,0.770219,0.165671,0.495165,0.332006,0.576724,0.3369,0.336947,1.13983,1.13983,
186,final_eval,58,1,False,False,0.0584766,0.0553184,0.0031582,0.0875369,0.0907943,0.0143471,0.0144056,0.0553259,0.0584839,True,0.33548570625000007,0.0584766,0.0553184,0.0031582,True,0.0908086,0.483583,0.467344,0.172846,0.091118,0.0942939,0.119121,0.685431,0.425924,0.608653,0.518858,0.322876,0.278405,0.21636,0.197544,0.415333,0.261902,0.23172,0.423382,0.417129,0.147872,0.417405,0.190101,0.573813,0.217146,0.327512,0.595909,0.524366,0.0808091,0.460908,0.117638,0.559432,0.335243,0.335148,1.13993,1.13991,
187,final_eval,59,1,False,False,0.0452942,0.0463788,-0.00108468,0.0782817,0.0718517,0.00932963,0.0107121,0.046385,0.0452917,False,0.20345556875,0.0452942,0.0463788,-0.00108468,False,0.082853,0.247884,0.142691,0.288773,0.0829347,0.083773,0.0895319,0.369914,0.239635,0.363331,0.152902,0.127495,0.128037,0.376252,0.171947,0.343778,0.110305,0.31062,0.154214,0.648492,0.137164,0.107931,0.153285,0.133464,0.0948936,0.226968,0.339774,0.38346,0.08,0.118205,0.08,0.140071,0.33988,0.341356,1.13993,1.13993,
188,final_eval,60,1,False,False,0.0456353,0.0436656,0.00196969,0.0695487,0.0653024,0.0107054,0.0118966,0.0436632,0.0456328,True,0.166077096875,0.0456353,0.0436656,0.00196969,True,0.209429,0.0830459,0.168639,0.236886,0.213134,0.121576,0.282553,0.149255,0.114025,0.21629,0.183075,0.196496,0.235521,0.304688,0.129157,0.25,0.0866121,0.08,0.0961921,0.08,0.223061,0.10792,0.268197,0.133441,0.0840021,0.08,0.314953,0.08,0.204631,0.0879878,0.202906,0.0907941,0.341968,0.344318,1.13992,1.13989,
189,final_eval,61,1,False,False,0.04442,0.0423992,0.00202084,0.0711314,0.0716055,0.010246,0.0104894,0.0423969,0.0444176,True,0.20643015312499996,0.04442,0.0423992,0.00202084,True,0.0863096,0.241792,0.27736,0.148773,0.0864902,0.0883441,0.102837,0.361759,0.220638,0.367723,0.309504,0.226238,0.256319,0.183156,0.17131,0.294667,0.118245,0.136673,0.173658,0.219703,0.167826,0.177783,0.194304,0.267167,0.114309,0.174105,0.384019,0.274307,0.166847,0.190306,0.165645,0.257648,0.340575,0.340732,1.13991,1.13991,
190,final_eval,62,1,False,False,0.0593671,0.0586788,0.000688301,0.0910054,0.0917136,0.00333337,0.0035349,0.0586866,0.0593746,True,0.3220135062500001,0.0593671,0.0586788,0.000688301,True,0.08203,0.405599,0.394167,0.173139,0.0820881,0.0826846,0.0873475,0.581038,0.360638,0.474181,0.445336,0.385014,0.31319,0.216763,0.197862,0.401556,0.211846,0.339383,0.289498,0.494679,0.150791,0.390852,0.393434,0.509443,0.20064,0.257337,0.574024,0.418849,0.239826,0.385408,0.294638,0.471151,0.337148,0.337188,1.13971,1.13972,
191,final_eval,63,1,False,False,0.044732,0.05014,-0.00540801,0.0821896,0.0763439,0.00733657,0.00850585,0.0501473,0.0447312,False,0.29001146875,0.044732,0.05014,-0.00540801,False,0.306762,0.236775,0.145135,0.56106,0.313252,0.164239,0.305191,0.355043,0.232121,0.366814,0.155744,0.203177,0.219141,0.751805,0.213972,0.463555,0.231074,0.357544,0.436342,0.708727,0.197093,0.190201,0.159118,0.266024,0.169139,0.168004,0.518579,0.288136,0.134852,0.15085,0.124026,0.186872,0.338366,0.339138,1.13993,1.13993,
