cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2750ps,other_out_2750ps,margin_2750ps,correct_2750ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3150ps,other_out_3150ps,margin_3150ps,correct_3150ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node
285,train,29,0,True,True,0.0983884,0.0871066,0.0112818,0.132036,0.120411,0.00177425,0.00328851,0.098497,0.0872144,True,0.36093624999999996,0.0983884,0.0871066,0.0112818,True,0.0984441,0.0871617,0.0112824,True,0.0984899,0.087207,0.0112829,True,0.0984997,0.0872168,0.0112829,True,0.0984987,0.0872159,0.0112828,True,0.531274,0.502889,0.534256,0.557204,0.152056,0.089561,0.157529,0.362721,0.336076,0.336495,-4.57566e-05,1.19993,0.00331044,1.04386,4.26741e-100,1.04386,4.26741e-100,1.04386,-1.04386,1.04386,1.04386
286,train,30,0,True,True,0.0940444,0.0816066,0.0124378,0.12756,0.114741,0.00219717,0.00371917,0.0941528,0.0817135,True,0.4866560000000001,0.0940444,0.0816066,0.0124378,True,0.0940999,0.0816611,0.0124389,True,0.0941455,0.0817059,0.0124396,True,0.0941553,0.0817157,0.0124396,True,0.0941543,0.0817149,0.0124395,True,0.743989,0.637715,0.708511,0.703339,0.198008,0.152937,0.1903,0.558449,0.336212,0.336658,3.38043e-08,1.19994,0.00328905,1.04386,2.04372e-103,1.04386,2.04372e-103,1.04386,-1.04386,1.04386,1.04386
287,train,31,0,True,True,0.0871162,0.0839744,0.0031418,0.120422,0.117183,0.00237419,0.00315818,0.0872244,0.084082,True,0.315127875,0.0871162,0.0839744,0.0031418,True,0.0871715,0.0840293,0.00314216,True,0.0872169,0.0840745,0.00314242,True,0.0872267,0.0840842,0.00314248,True,0.0872258,0.0840834,0.00314245,True,0.291619,0.360851,0.342939,0.426903,0.444661,0.192956,0.107367,0.353727,0.336159,0.336392,-3.52963e-06,1.19994,0.00328908,1.04386,9.78763e-107,1.04386,9.78763e-107,1.04386,-1.04386,1.04386,1.04386
288,train,32,1,True,True,0.091476,0.0888161,0.00265988,0.122174,0.124914,0.00247251,0.00245479,0.0889244,0.0915842,True,0.3103241375,0.091476,0.0888161,0.00265988,True,0.0915314,0.0888715,0.00265991,True,0.0915769,0.088917,0.00265994,True,0.0915867,0.0889268,0.00265987,True,0.0915857,0.0889259,0.00265984,True,0.0938811,0.456305,0.374484,0.163556,0.490971,0.26999,0.367252,0.266154,0.336219,0.336238,1.19993,1.72185e-05,0.0138434,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386
289,train,33,1,True,True,0.0792076,0.0805586,-0.00135095,0.113662,0.112268,0.00506806,0.00550862,0.0806658,0.0793141,False,0.2686391125,0.0792076,0.0805586,-0.00135095,False,0.0792619,0.0806133,-0.00135136,False,0.0793066,0.0806582,-0.00135166,False,0.0793162,0.0806679,-0.00135175,False,0.0793154,0.0806671,-0.00135173,False,0.361298,0.0966629,0.122031,0.492813,0.349183,0.300039,0.218776,0.20831,0.336807,0.336997,3.31814e-08,1.19995,1.04641,3.83671e-07,1.04386,-1.04386,1.04386,3.83671e-07,1.04386,1.04386,1.04386
290,train,34,1,True,True,0.0866592,0.0844537,0.0022055,0.117677,0.119949,0.00494913,0.00497926,0.0845613,0.0867667,True,0.247402075,0.0866592,0.0844537,0.0022055,True,0.0867142,0.0845087,0.00220549,True,0.0867594,0.0845539,0.00220548,True,0.086769,0.0845636,0.00220541,True,0.0867681,0.0845627,0.00220539,True,0.0838406,0.400537,0.39741,0.10904,0.266488,0.131902,0.385266,0.204733,0.33678,0.336822,1.19994,-8.12374e-06,0.0133159,1.83641e-10,1.04386,-1.04386,1.04386,1.83641e-10,1.04386,1.04386,1.04386
291,train,35,1,True,True,0.0903097,0.0891577,0.00115206,0.122524,0.123711,0.002285,0.00206225,0.0892656,0.0904175,True,0.28502317499999996,0.0903097,0.0891577,0.00115206,True,0.0903649,0.0892129,0.00115199,True,0.0904101,0.0892582,0.00115195,True,0.0904199,0.089268,0.00115191,True,0.090419,0.0892671,0.0011519,True,0.497202,0.08,0.0873754,0.571344,0.284368,0.089561,0.410277,0.260058,0.336369,0.336356,1.19993,4.64596e-05,0.00303103,8.78982e-14,1.04386,-1.04386,1.04386,8.78982e-14,1.04386,1.04386,1.04386
292,train,36,1,True,True,0.0940139,0.0921259,0.00188799,0.125581,0.127526,0.00141117,0.00179471,0.0922335,0.0941211,True,0.466908025,0.0940139,0.0921259,0.00188799,True,0.0940688,0.0921809,0.0018879,True,0.0941139,0.0922261,0.00188782,True,0.0941236,0.0922359,0.0018877,True,0.0941227,0.092235,0.00188768,True,0.16197,0.684524,0.770113,0.221052,0.0829502,0.459844,0.75628,0.598531,0.33612,0.336236,1.19992,0.000624312,0.00346218,4.20718e-17,1.04386,-1.04386,1.04386,4.20718e-17,1.04386,1.04386,1.04386
293,train,37,1,True,True,0.100683,0.0936266,0.00705659,0.127125,0.134396,0.00377695,0.00366653,0.0937333,0.10079,True,0.335891,0.100683,0.0936266,0.00705659,True,0.100738,0.0936813,0.007057,True,0.100784,0.0937262,0.00705731,True,0.100793,0.0937358,0.00705728,True,0.100792,0.0937349,0.00705721,True,0.102989,0.509698,0.564957,0.103372,0.107356,0.134907,0.770115,0.393734,0.336429,0.336437,1.19991,0.00135849,0.00728174,2.01373e-20,1.04386,-1.04386,1.04386,2.01373e-20,1.04386,1.04386,1.04386
294,train,38,1,True,True,0.0837075,0.0896345,-0.00592698,0.123017,0.116908,0.000434663,0.00159616,0.089743,0.0838153,False,0.382305125,0.0837075,0.0896345,-0.00592698,False,0.0837624,0.0896899,-0.00592749,False,0.0838075,0.0897354,-0.00592787,False,0.0838175,0.0897454,-0.00592792,False,0.0838167,0.0897445,-0.00592786,False,0.370735,0.363315,0.391723,0.528047,0.377254,0.374888,0.202841,0.449638,0.335835,0.336118,-1.82201e-06,1.19994,1.04641,9.64402e-24,1.04386,-1.04386,1.04386,9.64402e-24,1.04386,1.04386,1.04386
295,train,39,1,True,True,0.0876411,0.0818367,0.00580445,0.114978,0.12096,0.00595,0.00559779,0.0819434,0.0877482,True,0.20175882499999997,0.0876411,0.0818367,0.00580445,True,0.087696,0.0818912,0.00580478,True,0.0877411,0.0819361,0.00580503,True,0.0877506,0.0819456,0.00580497,True,0.0877497,0.0819448,0.00580491,True,0.0808779,0.279686,0.34867,0.0841486,0.0901021,0.181483,0.39448,0.154623,0.337367,0.337249,1.19994,4.0751e-08,0.0133006,4.61865e-27,1.04386,-1.04386,1.04386,4.61865e-27,1.04386,1.04386,1.04386
296,train,40,1,True,True,0.078719,0.0783283,0.000390622,0.111362,0.111763,0.0072406,0.00753522,0.0784348,0.0788248,True,0.21241474999999999,0.078719,0.0783283,0.000390622,True,0.078773,0.0783827,0.000390331,True,0.0788175,0.0784274,0.000390113,True,0.0788269,0.0784369,0.00039001,True,0.0788261,0.0784361,0.000390006,True,0.133549,0.283897,0.37404,0.08,0.19023,0.105815,0.336074,0.195713,0.337556,0.337748,1.19995,3.31878e-08,0.00394753,2.21193e-30,1.04386,-1.04386,1.04386,2.21193e-30,1.04386,1.04386,1.04386
297,train,41,1,True,True,0.0797027,0.078658,0.00104468,0.111704,0.112779,0.00627882,0.00642043,0.0787651,0.0798094,True,0.24675849999999996,0.0797027,0.078658,0.00104468,True,0.0797572,0.0787127,0.00104454,True,0.079802,0.0787576,0.00104443,True,0.0798116,0.0787672,0.00104436,True,0.0798108,0.0787664,0.00104435,True,0.105732,0.36215,0.325922,0.165835,0.384943,0.156351,0.267067,0.206068,0.337108,0.337198,1.19995,3.31843e-08,0.00332283,1.05932e-33,1.04386,-1.04386,1.04386,1.05932e-33,1.04386,1.04386,1.04386
298,train,42,1,True,True,0.0664167,0.0655664,0.00085028,0.098192,0.0990623,0.0116359,0.0119535,0.065667,0.0665151,True,0.18587850000000003,0.0664167,0.0655664,0.00085028,True,0.0664667,0.0656175,0.000849227,True,0.0665082,0.0656597,0.000848433,True,0.0665169,0.0656687,0.000848191,True,0.0665162,0.065668,0.000848182,True,0.212831,0.207436,0.26523,0.224674,0.113793,0.145288,0.128915,0.188861,0.33954,0.339872,1.19997,3.32468e-08,0.0068287,5.07324e-37,1.04386,-1.04386,1.04386,5.07324e-37,1.04386,1.04386,1.04386
299,train,43,1,True,True,0.0896027,0.085938,0.00366467,0.119204,0.122979,0.00678341,0.00681336,0.0860446,0.0897089,True,0.27282999999999996,0.0896027,0.085938,0.00366467,True,0.0896571,0.0859926,0.00366456,True,0.0897018,0.0860374,0.00366445,True,0.0897113,0.0860469,0.00366437,True,0.0897104,0.0860461,0.00366434,True,0.11078,0.257738,0.13034,0.399908,0.770115,0.240898,0.097806,0.175055,0.337271,0.337308,1.19993,-3.61844e-05,0.00331758,2.42964e-40,1.04386,-1.04386,1.04386,2.42964e-40,1.04386,1.04386,1.04386
300,train,44,1,True,True,0.0887449,0.0890909,-0.000345987,0.122456,0.122099,0.00273129,0.00288149,0.0891992,0.0888529,False,0.32688025,0.0887449,0.0890909,-0.000345987,False,0.0888001,0.0891463,-0.000346136,False,0.0888455,0.0891917,-0.000346247,False,0.0888553,0.0892015,-0.000346276,False,0.0888544,0.0892006,-0.000346272,False,0.463514,0.106965,0.08,0.646135,0.52235,0.243356,0.304203,0.248519,0.336348,0.336422,1.19993,4.09146e-05,0.00338156,1.16359e-43,1.04386,-1.04386,1.04386,1.16359e-43,1.04386,1.04386,1.04386
301,train,45,1,True,True,0.0698553,0.0675503,0.00230498,0.100239,0.102614,0.0118168,0.0119651,0.0676513,0.0699561,True,0.16899925000000002,0.0698553,0.0675503,0.00230498,True,0.0699066,0.0676017,0.00230493,True,0.0699491,0.0676442,0.00230489,True,0.0699579,0.0676531,0.00230478,True,0.0699572,0.0676525,0.00230476,True,0.229949,0.132228,0.173526,0.267329,0.185581,0.149795,0.08,0.133586,0.33994,0.340142,1.19997,3.32266e-08,0.00577735,5.57257e-47,1.04386,-1.04386,1.04386,5.57257e-47,1.04386,1.04386,1.04386
302,train,46,1,True,True,0.0889191,0.0919275,-0.00300842,0.12538,0.122279,0.00232128,0.00308411,0.0920361,0.0890272,False,0.31425375,0.0889191,0.0919275,-0.00300842,False,0.0889744,0.0919831,-0.00300868,False,0.0890198,0.0920287,-0.00300887,False,0.0890296,0.0920385,-0.00300893,False,0.0890287,0.0920376,-0.0030089,False,0.099258,0.348219,0.354446,0.303381,0.520741,0.456976,0.180046,0.250963,0.336158,0.336374,2.5184e-05,1.19993,1.04641,2.66878e-50,1.04386,-1.04386,1.04386,2.66878e-50,1.04386,1.04386,1.04386
303,train,47,1,True,True,0.0863469,0.0818558,0.00449105,0.114997,0.119624,0.00817074,0.00808076,0.081962,0.0864528,True,0.26820845,0.0863469,0.0818558,0.00449105,True,0.0864011,0.0819101,0.00449104,True,0.0864457,0.0819547,0.00449101,True,0.0864551,0.0819642,0.00449094,True,0.0864543,0.0819634,0.0044909,True,0.162354,0.228891,0.0978166,0.426085,0.770114,0.161678,0.13612,0.162609,0.337783,0.337782,1.19994,4.54534e-08,0.013297,1.27811e-53,1.04386,-1.04386,1.04386,1.27811e-53,1.04386,1.04386,1.04386
304,train,48,1,True,True,0.0878817,0.0849242,0.00295753,0.118163,0.12121,0.00539367,0.00531622,0.0850321,0.0879896,True,0.253805,0.0878817,0.0849242,0.00295753,True,0.0879369,0.0849793,0.0029576,True,0.0879823,0.0850246,0.00295766,True,0.0879919,0.0850343,0.00295763,True,0.0879911,0.0850335,0.0029576,True,0.08,0.351668,0.279981,0.202821,0.554981,0.115102,0.24642,0.199467,0.336946,0.336957,1.19994,-1.45691e-05,0.00304708,6.12105e-57,1.04386,-1.04386,1.04386,6.12105e-57,1.04386,1.04386,1.04386
305,train,49,1,True,True,0.0922258,0.0994101,-0.0071843,0.133085,0.125684,0.000133704,0.00108752,0.0995177,0.0923332,False,0.49324425,0.0922258,0.0994101,-0.0071843,False,0.0922807,0.0994653,-0.00718454,False,0.0923258,0.0995105,-0.0071847,False,0.0923356,0.0995203,-0.00718468,False,0.0923347,0.0995193,-0.0071846,False,0.437398,0.585711,0.328765,0.48025,0.766049,0.770115,0.148938,0.428728,0.335816,0.33604,0.000624561,1.19992,1.04641,2.93145e-60,1.04386,-1.04386,1.04386,2.93145e-60,1.04386,1.04386,1.04386
306,train,50,1,True,True,0.0902451,0.0913431,-0.00109799,0.124777,0.123644,0.00490922,0.00527078,0.0914511,0.0903527,False,0.25741375,0.0902451,0.0913431,-0.00109799,False,0.0903002,0.0913984,-0.00109822,False,0.0903455,0.0914439,-0.0010984,False,0.0903551,0.0914535,-0.00109845,False,0.0903542,0.0914526,-0.00109844,False,0.121863,0.439552,0.500355,0.112137,0.08,0.123707,0.406674,0.275022,0.336678,0.336815,0.000181555,1.19993,1.04641,1.40391e-63,1.04386,-1.04386,1.04386,1.40391e-63,1.04386,1.04386,1.04386
307,train,51,1,True,True,0.100931,0.0868427,0.0140886,0.120137,0.134654,0.00793179,0.00692925,0.0869497,0.101039,True,0.208235925,0.100931,0.0868427,0.0140886,True,0.100987,0.0868975,0.0140894,True,0.101032,0.0869425,0.01409,True,0.101042,0.086952,0.0140899,True,0.101041,0.0869512,0.0140898,True,0.0934422,0.186428,0.10577,0.280885,0.673256,0.147746,0.0947575,0.0836027,0.337995,0.337536,1.19993,-4.50349e-05,0.0145593,6.72351e-67,1.04386,-1.04386,1.04386,6.72351e-67,1.04386,1.04386,1.04386
308,train,52,1,True,True,0.0739498,0.0707435,0.00320632,0.103538,0.106844,0.00943305,0.009445,0.0708476,0.0740541,True,0.19452275,0.0739498,0.0707435,0.00320632,True,0.074003,0.0707965,0.0032065,True,0.0740468,0.0708402,0.00320664,True,0.074056,0.0708495,0.00320658,True,0.0740553,0.0708488,0.00320654,True,0.08,0.25617,0.274205,0.152513,0.299029,0.186263,0.182402,0.1256,0.338502,0.338504,1.19996,3.32067e-08,0.00486869,3.21998e-70,1.04386,-1.04386,1.04386,3.21998e-70,1.04386,1.04386,1.04386
309,train,53,1,True,True,0.0775643,0.0833521,-0.00578781,0.116543,0.110574,0.00288908,0.00387035,0.0834601,0.0776709,False,0.36896112499999995,0.0775643,0.0833521,-0.00578781,False,0.0776185,0.0834072,-0.00578865,False,0.0776631,0.0834524,-0.00578928,False,0.0776729,0.0834623,-0.00578935,False,0.0776721,0.0834614,-0.0057893,False,0.490344,0.306697,0.332631,0.596352,0.292771,0.227785,0.206721,0.498388,0.336337,0.336639,3.31726e-08,1.19995,1.04641,1.54209e-73,1.04386,-1.04386,1.04386,1.54209e-73,1.04386,1.04386,1.04386
310,train,54,1,True,True,0.085666,0.0842192,0.00144675,0.117435,0.118925,0.00594143,0.00608502,0.0843268,0.0857732,True,0.2491034375,0.085666,0.0842192,0.00144675,True,0.0857209,0.0842742,0.00144666,True,0.0857659,0.0843193,0.0014466,True,0.0857755,0.084329,0.00144652,True,0.0857747,0.0843281,0.00144651,True,0.0908635,0.402777,0.436154,0.113948,0.189068,0.119883,0.402171,0.237963,0.33698,0.337051,-3.1329e-05,1.19994,1.04641,7.38527e-77,1.04386,-1.04386,1.04386,7.38527e-77,1.04386,1.04386,1.04386
311,train,55,1,True,True,0.0866979,0.0834997,0.00319821,0.116694,0.11999,0.00547556,0.00528528,0.0836072,0.0868055,True,0.288436375,0.0866979,0.0834997,0.00319821,True,0.0867529,0.0835546,0.00319832,True,0.0867982,0.0835998,0.0031984,True,0.0868078,0.0836094,0.00319836,True,0.0868069,0.0836086,0.00319833,True,0.10672,0.473012,0.469743,0.127738,0.256922,0.143785,0.435427,0.294144,0.336824,0.336781,1.19994,-1.10404e-06,0.0145609,3.5369e-80,1.04386,-1.04386,1.04386,3.5369e-80,1.04386,1.04386,1.04386
312,train,56,1,True,True,0.0905952,0.0853286,0.00526654,0.118579,0.124006,0.0027341,0.00228384,0.0854366,0.0907033,True,0.3319903,0.0905952,0.0853286,0.00526654,True,0.0906505,0.0853838,0.00526676,True,0.090696,0.085429,0.00526693,True,0.0907057,0.0854388,0.00526688,True,0.0907048,0.085438,0.00526682,True,0.0835114,0.48009,0.460324,0.210826,0.454942,0.2032,0.440416,0.322613,0.336335,0.33623,1.19994,-2.13295e-05,0.00306259,1.69387e-83,1.04386,-1.04386,1.04386,1.69387e-83,1.04386,1.04386,1.04386
313,train,57,1,True,True,0.0925756,0.0884881,0.00408748,0.121835,0.126047,0.00117211,0.000900683,0.0885963,0.0926839,True,0.36300319999999997,0.0925756,0.0884881,0.00408748,True,0.092631,0.0885434,0.00408762,True,0.0926765,0.0885888,0.00408771,True,0.0926863,0.0885987,0.00408765,True,0.0926854,0.0885978,0.00408761,True,0.0818106,0.48645,0.483783,0.251085,0.484802,0.354263,0.420878,0.340954,0.33603,0.335976,1.19993,-4.94161e-06,0.00339311,8.11217e-87,1.04386,-1.04386,1.04386,8.11217e-87,1.04386,1.04386,1.04386
314,train,58,1,True,True,0.0906684,0.0872976,0.00337082,0.120608,0.124081,0.0033255,0.00307635,0.0874055,0.0907764,True,0.30504495000000004,0.0906684,0.0872976,0.00337082,True,0.0907237,0.0873528,0.00337092,True,0.0907691,0.0873981,0.003371,True,0.0907788,0.0874078,0.00337095,True,0.0907779,0.087407,0.00337091,True,0.0908086,0.483583,0.467344,0.172846,0.377791,0.10718,0.425727,0.31508,0.336383,0.336337,1.19993,-4.82243e-05,0.00338048,3.88502e-90,1.04386,-1.04386,1.04386,3.88502e-90,1.04386,1.04386,1.04386
315,train,59,1,True,True,0.0944816,0.0812962,0.0131854,0.11442,0.128009,0.00912155,0.00815221,0.0814026,0.0945893,True,0.235791625,0.0944816,0.0812962,0.0131854,True,0.0945369,0.0813506,0.0131863,True,0.0945823,0.0813953,0.013187,True,0.0945918,0.0814048,0.013187,True,0.0945908,0.081404,0.0131869,True,0.082853,0.247884,0.142691,0.288773,0.750944,0.118654,0.138684,0.11585,0.338146,0.337669,1.19994,3.31361e-08,0.0033831,1.86059e-93,1.04386,-1.04386,1.04386,1.86059e-93,1.04386,1.04386,1.04386
316,train,60,1,True,True,0.0835803,0.079008,0.00457229,0.112059,0.116772,0.00825955,0.00837621,0.079113,0.0836856,True,0.1511760125,0.0835803,0.079008,0.00457229,True,0.0836343,0.0790617,0.00457258,True,0.0836787,0.0791059,0.00457279,True,0.0836878,0.0791151,0.0045727,True,0.083687,0.0791143,0.00457265,True,0.209429,0.0830459,0.168639,0.236886,0.0841124,0.264663,0.0826328,0.08,0.338734,0.338804,1.19995,3.31719e-08,0.0032751,8.9106e-97,1.04386,-1.04386,1.04386,8.9106e-97,1.04386,1.04386,1.04386
317,train,61,1,True,True,0.0710203,0.0682472,0.00277307,0.100962,0.10382,0.00992085,0.0100153,0.06835,0.071123,True,0.19387995,0.0710203,0.0682472,0.00277307,True,0.0710726,0.0682995,0.00277316,True,0.0711158,0.0683426,0.00277323,True,0.0711249,0.0683518,0.00277316,True,0.0711242,0.0683511,0.00277313,True,0.0863096,0.241792,0.27736,0.148773,0.247982,0.215356,0.199654,0.133813,0.338759,0.33881,1.19997,3.32206e-08,0.0055097,4.2674e-100,1.04386,-1.04386,1.04386,4.2674e-100,1.04386,1.04386,1.04386
318,train,62,1,True,True,0.0880251,0.0833772,0.00464792,0.116568,0.121357,0.00408141,0.00370286,0.0834848,0.0881329,True,0.282842625,0.0880251,0.0833772,0.00464792,True,0.0880803,0.0834322,0.00464811,True,0.0881256,0.0834773,0.00464825,True,0.0881353,0.0834871,0.0046482,True,0.0881344,0.0834862,0.00464815,True,0.08203,0.405599,0.394167,0.173139,0.384138,0.142556,0.412841,0.268271,0.336589,0.336493,1.19994,-7.57739e-07,0.00330003,2.04372e-103,1.04386,-1.04386,1.04386,2.04372e-103,1.04386,1.04386,1.04386
319,train,63,1,True,True,0.0806578,0.0732395,0.00741826,0.106113,0.113761,0.00672655,0.00625222,0.0733444,0.0807638,True,0.3316285,0.0806578,0.0732395,0.00741826,True,0.0807119,0.0732929,0.00741903,True,0.0807564,0.0733368,0.0074196,True,0.0807659,0.0733463,0.00741962,True,0.0807651,0.0733456,0.00741954,True,0.306762,0.236775,0.145135,0.56106,0.770112,0.239122,0.139169,0.254893,0.337353,0.337181,1.19996,3.31811e-08,0.00335575,9.78763e-107,1.04386,-1.04386,1.04386,9.78763e-107,1.04386,1.04386,1.04386
320,final_eval,0,0,False,False,0.0909648,0.0808643,0.0101005,0.124384,0.113972,0.00327218,0.00485691,0.0910719,0.0809698,True,0.447860125,0.0909648,0.0808643,0.0101005,True,0.0910196,0.0809181,0.0101016,True,0.0910647,0.0809623,0.0101024,True,0.0910744,0.080972,0.0101024,True,0.0910735,0.0809711,0.0101023,True,0.741245,0.57729,0.633202,0.770113,0.107267,0.142146,0.109099,0.502519,0.336326,0.336817,1.19717,1.14702,,,,,,,,,
321,final_eval,1,0,False,False,0.0890172,0.081835,0.00718214,0.12238,0.114976,0.00253525,0.00355852,0.0891252,0.0819418,True,0.383877,0.0890172,0.081835,0.00718214,True,0.0890724,0.0818895,0.00718295,True,0.0891178,0.0819342,0.00718356,True,0.0891276,0.081944,0.00718359,True,0.0891267,0.0819432,0.00718352,True,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.336246,0.336557,1.18716,1.14025,,,,,,,,,
322,final_eval,2,0,False,False,0.0868048,0.0810291,0.00577577,0.1201,0.114145,0.00447236,0.00586389,0.0869128,0.0811357,True,0.29886775000000004,0.0868048,0.0810291,0.00577577,True,0.08686,0.0810835,0.00577654,True,0.0869054,0.0811282,0.00577712,True,0.0869151,0.0811378,0.00577724,True,0.0869142,0.081137,0.00577718,True,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.336498,0.336946,1.17724,1.14026,,,,,,,,,
323,final_eval,3,0,False,False,0.0847645,0.0815681,0.00319637,0.117998,0.114703,0.00256476,0.00340482,0.0848726,0.0816755,True,0.34778837500000004,0.0847645,0.0815681,0.00319637,True,0.0848197,0.0816229,0.00319681,True,0.084865,0.0816679,0.00319714,True,0.0848749,0.0816776,0.00319724,True,0.084874,0.0816768,0.00319721,True,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.336185,0.33642,1.16741,1.14025,,,,,,,,,
324,final_eval,4,0,False,False,0.0859051,0.0788952,0.0070099,0.119174,0.111946,0.00343514,0.00455264,0.0860132,0.0790019,True,0.383445,0.0859051,0.0788952,0.0070099,True,0.0859603,0.0789495,0.00701077,True,0.0860056,0.0789942,0.00701141,True,0.0860154,0.079004,0.00701148,True,0.0860146,0.0790032,0.0070114,True,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.336381,0.336734,1.15765,1.14028,,,,,,,,,
325,final_eval,5,0,False,False,0.0879274,0.0812734,0.00665404,0.121258,0.114399,0.00305465,0.00422894,0.0880357,0.0813806,True,0.37133174999999996,0.0879274,0.0812734,0.00665404,True,0.0879828,0.081328,0.00665474,True,0.0880282,0.081373,0.00665526,True,0.0880381,0.0813827,0.00665532,True,0.0880372,0.0813819,0.00665525,True,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.336286,0.336631,1.14794,1.14023,,,,,,,,,
326,final_eval,6,0,False,False,0.0882607,0.0803986,0.00786206,0.121599,0.113493,0.00131908,0.00251589,0.0883683,0.0805046,True,0.543639875,0.0882607,0.0803986,0.00786206,True,0.0883156,0.0804525,0.0078631,True,0.0883607,0.0804969,0.00786387,True,0.0883706,0.0805067,0.00786391,True,0.0883697,0.0805059,0.00786383,True,0.676339,0.66374,0.770114,0.650108,0.375466,0.351668,0.149631,0.712053,0.33602,0.336333,1.14024,1.14026,,,,,,,,,
327,final_eval,7,0,False,False,0.0912836,0.0846982,0.00658542,0.124716,0.117928,0.000683783,0.00184768,0.091392,0.0848057,True,0.42723375,0.0912836,0.0846982,0.00658542,True,0.091339,0.084753,0.00658601,True,0.0913845,0.0847981,0.00658645,True,0.0913945,0.084808,0.00658649,True,0.0913936,0.0848071,0.00658643,True,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.335853,0.336127,1.14021,1.14021,,,,,,,,,
328,final_eval,8,0,False,False,0.0896072,0.0843352,0.005272,0.122989,0.117555,0.00122524,0.00224997,0.0897157,0.0844429,True,0.41991187500000005,0.0896072,0.0843352,0.005272,True,0.0896626,0.0843902,0.00527247,True,0.0897081,0.0844353,0.00527283,True,0.0897181,0.0844452,0.00527288,True,0.0897172,0.0844443,0.00527283,True,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.335936,0.336189,1.14025,1.14025,,,,,,,,,
329,final_eval,9,0,False,False,0.0880477,0.0796638,0.00838392,0.121378,0.112733,0.0011572,0.00243877,0.0881545,0.0797687,True,0.5125391,0.0880477,0.0796638,0.00838392,True,0.0881023,0.0797172,0.00838511,True,0.0881471,0.0797611,0.00838599,True,0.0881569,0.0797708,0.00838604,True,0.088156,0.07977,0.00838596,True,0.715184,0.569406,0.590993,0.770114,0.328889,0.269307,0.0863048,0.770115,0.336053,0.3364,1.14025,1.1403,,,,,,,,,
330,final_eval,10,0,False,False,0.087305,0.0797874,0.00751763,0.120616,0.112866,0.00288366,0.00439309,0.0874132,0.0798942,True,0.34533500000000006,0.087305,0.0797874,0.00751763,True,0.0873603,0.0798418,0.0075185,True,0.0874057,0.0798866,0.00751915,True,0.0874156,0.0798963,0.00751925,True,0.0874147,0.0798955,0.00751917,True,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.336224,0.336667,1.14025,1.14026,,,,,,,,,
331,final_eval,11,0,False,False,0.0893863,0.0798644,0.00952183,0.122761,0.112945,0.00255582,0.00409633,0.0894946,0.0799712,True,0.40108024999999997,0.0893863,0.0798644,0.00952183,True,0.0894416,0.0799188,0.00952283,True,0.0894871,0.0799636,0.00952356,True,0.089497,0.0799733,0.00952363,True,0.0894961,0.0799725,0.00952353,True,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.336165,0.336603,1.14022,1.14026,,,,,,,,,
332,final_eval,12,0,False,False,0.094728,0.083576,0.011152,0.128264,0.116769,0.000794821,0.0025193,0.0948363,0.0836827,True,0.49262754999999997,0.094728,0.083576,0.011152,True,0.0947834,0.0836304,0.011153,True,0.0948289,0.0836751,0.0111538,True,0.0948388,0.0836849,0.0111539,True,0.0948378,0.0836841,0.0111538,True,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.335939,0.336368,1.14018,1.14022,,,,,,,,,
333,final_eval,13,0,False,False,0.0887446,0.080024,0.0087206,0.122099,0.113109,0.00235487,0.00371393,0.0888527,0.0801306,True,0.41943698749999997,0.0887446,0.080024,0.0087206,True,0.0887998,0.0800783,0.00872157,True,0.0888452,0.0801229,0.00872229,True,0.088855,0.0801327,0.00872233,True,0.0888541,0.0801319,0.00872224,True,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.336232,0.336628,1.14029,1.14029,,,,,,,,,
