cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta,sum_d_readout_out0_signed,sum_d_readout_out1_signed,d_output_bias_out0_signed,d_output_bias_out1_signed
147,train,41,1,True,True,0.271352,0.272292,-0.000940913,0.310865,0.309898,0.306356,0.300463,0.2724,0.271458,False,0.24675849999999996,0.271352,0.272292,-0.000940913,False,0.271453,0.272394,-0.000941083,False,0.271462,0.272405,-0.000942388,False,0.105732,0.36215,0.325922,0.165835,0.384943,0.156351,0.267067,0.206068,0.00125399,0.00128141,-0.00565701,1.21045,0.0195195,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940981,-6.75106e-08,1.31297e-06,8.95256e-07,1.31297e-06,2.83516e-06,-7.81363e-06,-7.244225e-06,-8.95256e-07,-8.91985e-07
148,train,10,0,True,True,0.27229,0.27135,0.000940634,0.310863,0.309896,0.305095,0.298188,0.272398,0.271456,True,0.34533500000000006,0.27229,0.27135,0.000940634,True,0.272392,0.271451,0.000940834,True,0.272403,0.271461,0.000942033,True,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.00125976,0.00129232,1.20948,-0.00312714,0.014465,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940902,2.68163e-07,1.31296e-06,8.95253e-07,1.31296e-06,2.83515e-06,-7.813574e-06,-7.244166e-06,-8.95253e-07,-8.91981e-07
149,train,42,1,True,True,0.27135,0.272291,-0.000941253,0.310864,0.309897,0.306354,0.30046,0.272399,0.271456,False,0.18587850000000003,0.27135,0.272291,-0.000941253,False,0.271452,0.272393,-0.000941433,False,0.271461,0.272404,-0.00094274,False,0.212831,0.207436,0.26523,0.224674,0.113793,0.145288,0.128915,0.188861,0.00125399,0.00128142,-0.00565835,1.21045,0.0122557,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941134,1.19151e-07,1.31295e-06,8.95249e-07,1.31295e-06,2.83514e-06,-7.813518e-06,-7.244109e-06,-8.95249e-07,-8.91978e-07
150,train,11,0,True,True,0.272287,0.271347,0.000940508,0.31086,0.309894,0.305093,0.298186,0.272395,0.271453,True,0.40108024999999997,0.272287,0.271347,0.000940508,True,0.272389,0.271449,0.000940713,True,0.2724,0.271458,0.000941915,True,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.00125976,0.00129232,1.20948,-0.00312724,0.0143899,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940787,2.7915e-07,1.31294e-06,8.95246e-07,1.31294e-06,2.83513e-06,-7.813441e-06,-7.244051000000001e-06,-8.95246e-07,-8.91974e-07
151,train,43,1,True,True,0.271347,0.272287,-0.000940462,0.31086,0.309894,0.305093,0.298186,0.272395,0.271453,False,0.27282999999999996,0.271347,0.272287,-0.000940462,False,0.271449,0.272389,-0.0009407,False,0.271458,0.2724,-0.000941917,False,0.11078,0.257738,0.13034,0.399908,0.770115,0.240898,0.097806,0.175055,0.00125976,0.00129233,1.20948,-0.00312711,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941039,-5.76995e-07,0.00463926,8.95242e-07,0.00463926,2.83511e-06,-0.0033093774,-0.010788037,-8.95242e-07,-8.91971e-07
152,train,12,0,True,True,0.272285,0.271344,0.000940608,0.310857,0.309891,0.305092,0.298186,0.272393,0.271451,True,0.49262754999999997,0.272285,0.271344,0.000940608,True,0.272387,0.271446,0.000940847,True,0.272397,0.271455,0.000942061,True,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.00125977,0.00129233,1.20948,-0.0031254,0.0198625,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00094086,2.51839e-07,1.30347e-06,8.95238e-07,1.30347e-06,2.8351e-06,-7.798326999999998e-06,-7.160998e-06,-8.95238e-07,-8.91967e-07
153,train,44,1,True,True,0.271344,0.272285,-0.000940814,0.310857,0.309891,0.305786,0.30024,0.272392,0.27145,False,0.32688025,0.271344,0.272285,-0.000940814,False,0.271446,0.272387,-0.000941008,False,0.271455,0.272397,-0.000942179,False,0.463514,0.106965,0.08,0.646135,0.52235,0.243356,0.304203,0.248519,0.00125658,0.00128247,-0.00540308,1.2105,0.0145641,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940989,-1.7427e-07,1.30345e-06,8.95235e-07,1.30345e-06,2.83509e-06,-7.798271e-06,-7.16093e-06,-8.95235e-07,-8.91964e-07
154,train,13,0,True,True,0.272282,0.271341,0.000940412,0.310855,0.309889,0.305787,0.300243,0.27239,0.271448,True,0.41943698749999997,0.272282,0.271341,0.000940412,True,0.272384,0.271444,0.000940673,True,0.272394,0.271452,0.000941857,True,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.00125658,0.00128245,-0.00540166,1.2105,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940896,4.83742e-07,0.00294558,8.95231e-07,0.00294558,2.83508e-06,-0.014351011999999998,0.002931032000000001,-8.95231e-07,-8.9196e-07
155,train,45,1,True,True,0.271343,0.272284,-0.000941188,0.310856,0.309889,0.30635,0.300457,0.272392,0.271449,False,0.16899925000000002,0.271343,0.272284,-0.000941188,False,0.271445,0.272386,-0.000941371,False,0.271453,0.272396,-0.00094269,False,0.229949,0.132228,0.173526,0.267329,0.185581,0.149795,0.08,0.133586,0.00125401,0.00128144,-0.00565724,1.21045,0.019862,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941307,-1.19564e-07,1.29411e-06,8.95228e-07,1.29411e-06,2.83507e-06,-7.693035e-06,-7.191352e-06,-8.95228e-07,-8.91956e-07
156,train,14,0,True,True,0.272279,0.271339,0.000940361,0.310852,0.309886,0.305089,0.298185,0.272387,0.271446,True,0.5126675,0.272279,0.271339,0.000940361,True,0.272382,0.271441,0.000940573,True,0.272392,0.27145,0.000941783,True,0.423736,0.592923,0.632225,0.63737,0.432503,0.537697,0.160092,0.684794,0.00125978,0.00129233,1.20948,-0.00312768,0.0145653,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940706,3.44519e-07,1.2941e-06,8.95224e-07,1.2941e-06,2.83506e-06,-7.692968e-06,-7.191292e-06,-8.95224e-07,-8.91953e-07
157,train,46,1,True,True,0.271339,0.27228,-0.000940745,0.310852,0.309885,0.305782,0.300238,0.272387,0.271445,False,0.31425375,0.271339,0.27228,-0.000940745,False,0.271441,0.272382,-0.000940906,False,0.27145,0.272392,-0.000942057,False,0.099258,0.348219,0.354446,0.303381,0.520741,0.456976,0.180046,0.250963,0.0012566,0.00128248,-0.00540221,1.2105,0.012256,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940781,-3.65201e-08,1.29409e-06,8.95221e-07,1.29409e-06,2.83505e-06,-7.692902e-06,-7.191235000000001e-06,-8.95221e-07,-8.91949e-07
158,train,15,0,True,True,0.272278,0.271338,0.000940648,0.310851,0.309884,0.305573,0.298948,0.272386,0.271444,True,0.456683375,0.272278,0.271338,0.000940648,True,0.27238,0.271439,0.000940845,True,0.27239,0.271448,0.000942006,True,0.618181,0.572318,0.6045,0.673188,0.185134,0.114966,0.123926,0.761254,0.00125756,0.00128865,1.20947,-0.00320339,0.0143896,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940922,2.73438e-07,1.29408e-06,8.95217e-07,1.29408e-06,2.83504e-06,-7.692856e-06,-7.191178e-06,-8.95217e-07,-8.91946e-07
159,train,47,1,True,True,0.271337,0.272278,-0.000940912,0.31085,0.309883,0.305088,0.298182,0.272386,0.271443,False,0.26820845,0.271337,0.272278,-0.000940912,False,0.271439,0.27238,-0.000941066,False,0.271448,0.27239,-0.000942264,False,0.162354,0.228891,0.0978166,0.426085,0.770114,0.161678,0.13612,0.162609,0.00125979,0.00129234,1.20948,-0.0031275,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940996,-8.4363e-08,0.00380339,8.95213e-07,0.00380339,2.83502e-06,-0.00408235,-0.009561367999999999,-8.95213e-07,-8.91942e-07
160,train,16,0,True,True,0.272276,0.271335,0.000940637,0.310848,0.309881,0.306344,0.300454,0.272383,0.271441,True,0.30304525,0.272276,0.271335,0.000940637,True,0.272378,0.271437,0.000940807,True,0.272388,0.271446,0.000942119,True,0.22759,0.408197,0.427667,0.31717,0.305109,0.211941,0.203672,0.323016,0.00125404,0.00128145,-0.00565409,1.21045,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940816,1.7831e-07,0.00165766,8.9521e-07,0.00165766,2.83501e-06,-0.008432306,-0.0004494690000000001,-8.9521e-07,-8.91939e-07
161,train,48,1,True,True,0.271335,0.272276,-0.000940903,0.310848,0.309881,0.305086,0.298182,0.272383,0.271441,False,0.253805,0.271335,0.272276,-0.000940903,False,0.271436,0.272378,-0.000941047,False,0.271446,0.272388,-0.000942246,False,0.08,0.351668,0.279981,0.202821,0.554981,0.115102,0.24642,0.199467,0.00125979,0.00129235,1.20948,-0.00312761,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940908,-5.70732e-09,0.00239193,8.95206e-07,0.00239193,2.835e-06,-0.0012351918000000001,-0.0074278799999999996,-8.95206e-07,-8.91935e-07
162,train,17,0,True,True,0.272273,0.271332,0.000940657,0.310845,0.309878,0.30557,0.298945,0.27238,0.271438,True,0.4892795,0.272273,0.271332,0.000940657,True,0.272375,0.271434,0.00094093,True,0.272385,0.271443,0.000942103,True,0.640951,0.717267,0.770112,0.685167,0.108697,0.284195,0.178522,0.529325,0.00125757,0.00128866,1.20947,-0.00320197,0.0194704,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940839,1.82399e-07,1.27391e-06,8.95203e-07,1.27391e-06,2.83499e-06,-7.594468000000001e-06,-7.056621e-06,-8.95203e-07,-8.91931e-07
163,train,49,1,True,True,0.271331,0.272271,-0.000940417,0.310843,0.309877,0.305781,0.30024,0.272379,0.271437,False,0.49324425,0.271331,0.272271,-0.000940417,False,0.271433,0.272373,-0.00094061,False,0.271442,0.272383,-0.000941782,False,0.437398,0.585711,0.328765,0.48025,0.766049,0.770115,0.148938,0.428728,0.00125661,0.00128247,-0.00540019,1.2105,0.0123367,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940677,-2.59678e-07,1.2739e-06,8.95199e-07,1.2739e-06,2.83498e-06,-7.594411e-06,-7.056564e-06,-8.95199e-07,-8.91928e-07
164,train,18,0,True,True,0.27227,0.271329,0.00094029,0.310842,0.309876,0.305782,0.300243,0.272377,0.271435,True,0.6504165000000001,0.27227,0.271329,0.00094029,True,0.272372,0.271431,0.000940485,True,0.272382,0.27144,0.000941657,True,0.396961,0.770114,0.770115,0.710292,0.629719,0.710614,0.445404,0.770113,0.00125661,0.00128245,-0.00539766,1.2105,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940587,2.97011e-07,0.00996923,8.95195e-07,0.00996923,2.83497e-06,-0.0219699,-0.008003026,-8.95195e-07,-8.91924e-07
165,train,50,1,True,True,0.27133,0.272271,-0.00094084,0.310843,0.309876,0.305084,0.29818,0.272378,0.271436,False,0.25741375,0.27133,0.272271,-0.00094084,False,0.271431,0.272372,-0.000941011,False,0.271441,0.272383,-0.000942217,False,0.121863,0.439552,0.500355,0.112137,0.08,0.123707,0.406674,0.275022,0.00125981,0.00129236,1.20948,-0.00312785,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941043,-2.03118e-07,0.00240048,8.95192e-07,0.00240048,2.83496e-06,-0.0045921949999999994,-0.009509956,-8.95192e-07,-8.91921e-07
166,train,19,0,True,True,0.272268,0.271327,0.000940448,0.31084,0.309874,0.305082,0.29818,0.272376,0.271434,True,0.531151625,0.272268,0.271327,0.000940448,True,0.27237,0.271429,0.000940647,True,0.27238,0.271438,0.000941857,True,0.770115,0.613438,0.73708,0.770115,0.288301,0.178341,0.121709,0.770114,0.00125981,0.00129236,1.20948,-0.00312809,0.0229366,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00094077,3.21609e-07,1.23978e-06,8.95188e-07,1.23978e-06,2.83494e-06,-7.379906999999999e-06,-6.8981620000000005e-06,-8.95188e-07,-8.91917e-07
167,train,51,1,True,True,0.271327,0.272269,-0.00094103,0.310841,0.309874,0.305083,0.298179,0.272376,0.271434,False,0.208235925,0.271327,0.272269,-0.00094103,False,0.271429,0.272371,-0.000941196,False,0.271438,0.272381,-0.000942403,False,0.0934422,0.186428,0.10577,0.280885,0.673256,0.147746,0.0947575,0.0836027,0.00125981,0.00129236,1.20948,-0.0031278,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941093,-6.31669e-08,0.00282388,8.95185e-07,0.00282388,2.83493e-06,-0.004197285,-0.006348227999999999,-8.95185e-07,-8.91914e-07
168,train,20,0,True,True,0.272265,0.271325,0.000940392,0.310837,0.309871,0.305566,0.298945,0.272373,0.271431,True,0.5292487499999999,0.272265,0.271325,0.000940392,True,0.272367,0.271427,0.0009406,True,0.272377,0.271435,0.000941769,True,0.75562,0.482195,0.633557,0.770114,0.106731,0.619649,0.159538,0.706586,0.00125759,0.00128867,1.20947,-0.00320262,0.0198614,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940792,4.00463e-07,1.23267e-06,8.95181e-07,1.23267e-06,2.83492e-06,-7.356326999999999e-06,-6.848485000000001e-06,-8.95181e-07,-8.9191e-07
169,train,52,1,True,True,0.271325,0.272266,-0.000940992,0.310838,0.309871,0.305081,0.298178,0.272374,0.271432,False,0.19452275,0.271325,0.272266,-0.000940992,False,0.271427,0.272368,-0.000941147,False,0.271436,0.272378,-0.000942333,False,0.08,0.25617,0.274205,0.152513,0.299029,0.186263,0.182402,0.1256,0.00125982,0.00129237,1.20948,-0.00312794,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940993,-1.30956e-09,0.00141916,8.95178e-07,0.00141916,2.83491e-06,-0.0061028512,-0.0048376849999999996,-8.95178e-07,-8.91906e-07
170,train,21,0,True,True,0.272263,0.271322,0.000940422,0.310835,0.309869,0.30508,0.298178,0.272371,0.271429,True,0.3978995,0.272263,0.271322,0.000940422,True,0.272365,0.271424,0.000940631,True,0.272375,0.271433,0.000941841,True,0.618181,0.473595,0.444862,0.551244,0.122733,0.505327,0.128291,0.338963,0.00125983,0.00129237,1.20948,-0.00312636,0.0198544,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940762,3.39506e-07,1.22447e-06,8.95174e-07,1.22447e-06,2.8349e-06,-7.317026999999999e-06,-6.8098780000000005e-06,-8.95174e-07,-8.91903e-07
171,train,53,1,True,True,0.271322,0.272262,-0.000940574,0.310834,0.309867,0.305772,0.300229,0.272369,0.271428,False,0.36896112499999995,0.271322,0.272262,-0.000940574,False,0.271423,0.272364,-0.000940723,False,0.271432,0.272374,-0.000941888,False,0.490344,0.306697,0.332631,0.596352,0.292771,0.227785,0.206721,0.498388,0.00125665,0.00128252,-0.00540175,1.2105,0.0145623,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940821,-2.46853e-07,1.22446e-06,8.9517e-07,1.22446e-06,2.83489e-06,-7.316966000000001e-06,-6.809823999999999e-06,-8.9517e-07,-8.91899e-07
172,train,22,0,True,True,0.27226,0.27132,0.000940281,0.310832,0.309866,0.305077,0.298177,0.272368,0.271426,True,0.5125206250000001,0.27226,0.27132,0.000940281,True,0.272362,0.271421,0.000940475,True,0.272372,0.27143,0.000941683,True,0.572917,0.476237,0.588594,0.770113,0.330766,0.770113,0.260624,0.330801,0.00125983,0.00129237,1.20948,-0.00312844,0.0122579,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940579,2.98187e-07,1.22445e-06,8.95167e-07,1.22445e-06,2.83488e-06,-7.316907e-06,-6.8097679999999995e-06,-8.95167e-07,-8.91896e-07
173,train,54,1,True,True,0.27132,0.272261,-0.000940771,0.310832,0.309866,0.306336,0.300449,0.272368,0.271426,False,0.2491034375,0.27132,0.272261,-0.000940771,False,0.271422,0.272363,-0.000940961,False,0.27143,0.272373,-0.000942282,False,0.0908635,0.402777,0.436154,0.113948,0.189068,0.119883,0.402171,0.237963,0.00125408,0.00128147,-0.00565092,1.21046,0.0122497,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.00094093,-1.58462e-07,1.22444e-06,8.95163e-07,1.22444e-06,2.83487e-06,-7.316846000000001e-06,-6.809712e-06,-8.95163e-07,-8.91892e-07
174,train,23,0,True,True,0.272258,0.271317,0.000940403,0.31083,0.309864,0.305562,0.298942,0.272365,0.271424,True,0.493214375,0.272258,0.271317,0.000940403,True,0.27236,0.271419,0.000940607,True,0.27237,0.271428,0.00094177,True,0.770114,0.473998,0.604056,0.755224,0.421596,0.138322,0.137644,0.644761,0.00125761,0.00128868,1.20947,-0.00320455,0.0143895,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940701,2.9793e-07,1.22443e-06,8.9516e-07,1.22443e-06,2.83485e-06,-7.316786e-06,-6.809656999999999e-06,-8.9516e-07,-8.91889e-07
175,train,55,1,True,True,0.271317,0.272258,-0.000940716,0.31083,0.309863,0.30577,0.300227,0.272365,0.271423,False,0.288436375,0.271317,0.272258,-0.000940716,False,0.271419,0.27236,-0.000940907,False,0.271428,0.27237,-0.000942078,False,0.10672,0.473012,0.469743,0.127738,0.256922,0.143785,0.435427,0.294144,0.00125666,0.00128253,-0.00540162,1.2105,0.0122555,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940835,-1.1882e-07,1.22442e-06,8.95156e-07,1.22442e-06,2.83484e-06,-7.3167350000000005e-06,-6.8096020000000005e-06,-8.95156e-07,-8.91885e-07
176,train,24,0,True,True,0.272256,0.271315,0.000940435,0.310827,0.309861,0.305769,0.300228,0.272363,0.271421,True,0.35681999999999997,0.272256,0.271315,0.000940435,True,0.272358,0.271417,0.000940636,True,0.272368,0.271426,0.000941809,True,0.516789,0.262486,0.42709,0.516068,0.296973,0.399473,0.14388,0.291801,0.00125666,0.00128253,-0.00539957,1.2105,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00094069,2.55257e-07,0.00318601,8.95152e-07,0.00318601,2.83483e-06,-0.014327174,0.001608045,-8.95152e-07,-8.91881e-07
177,train,56,1,True,True,0.271314,0.272255,-0.000940519,0.310826,0.30986,0.306333,0.300447,0.272362,0.27142,False,0.3319903,0.271314,0.272255,-0.000940519,False,0.271416,0.272357,-0.000940715,False,0.271425,0.272367,-0.000942038,False,0.0835114,0.48009,0.460324,0.210826,0.454942,0.2032,0.440416,0.322613,0.00125409,0.00128148,-0.00564914,1.21046,0.0229366,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940721,-2.02041e-07,1.20145e-06,8.95149e-07,1.20145e-06,2.83482e-06,-7.209008e-06,-6.82574e-06,-8.95149e-07,-8.91878e-07
178,train,25,0,True,True,0.272253,0.271313,0.000940383,0.310825,0.309859,0.305074,0.298175,0.272361,0.271419,True,0.5605725,0.272253,0.271313,0.000940383,True,0.272355,0.271414,0.000940584,True,0.272365,0.271424,0.000941792,True,0.50609,0.566316,0.698648,0.753646,0.289464,0.770114,0.251963,0.648339,0.00125985,0.00129238,1.20948,-0.00312879,0.0144186,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940548,1.65152e-07,1.20144e-06,8.95145e-07,1.20144e-06,2.83481e-06,-7.208948e-06,-6.8256849999999995e-06,-8.95145e-07,-8.91874e-07
179,train,57,1,True,True,0.271311,0.272251,-0.000940104,0.310823,0.309857,0.305768,0.300228,0.272359,0.271418,False,0.36300319999999997,0.271311,0.272251,-0.000940104,False,0.271413,0.272353,-0.000940334,False,0.271422,0.272364,-0.000941511,False,0.0818106,0.48645,0.483783,0.251085,0.484802,0.354263,0.420878,0.340954,0.00125667,0.00128252,-0.00539974,1.2105,0.0122556,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940632,-5.27828e-07,1.20143e-06,8.95142e-07,1.20143e-06,2.8348e-06,-7.208887e-06,-6.825629e-06,-8.95142e-07,-8.91871e-07
180,train,26,0,True,True,0.27225,0.27131,0.000939995,0.310822,0.309856,0.305558,0.29894,0.272358,0.271416,True,0.5604003750000001,0.27225,0.27131,0.000939995,True,0.272352,0.271412,0.000940239,True,0.272362,0.271421,0.000941408,True,0.436849,0.770113,0.681453,0.713739,0.770114,0.151298,0.22418,0.735457,0.00125763,0.00128869,1.20947,-0.00320495,0.0143896,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940628,6.33396e-07,1.20142e-06,8.95138e-07,1.20142e-06,2.83479e-06,-7.2088290000000005e-06,-6.825573000000001e-06,-8.95138e-07,-8.91867e-07
181,train,58,1,True,True,0.271309,0.27225,-0.000940569,0.310821,0.309855,0.305766,0.300225,0.272358,0.271416,False,0.30504495000000004,0.271309,0.27225,-0.000940569,False,0.271411,0.272352,-0.00094074,False,0.27142,0.272362,-0.000941909,False,0.0908086,0.483583,0.467344,0.172846,0.377791,0.10718,0.425727,0.31508,0.00125668,0.00128254,-0.00540046,1.2105,0.0122555,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940785,-2.1637e-07,1.20141e-06,8.95135e-07,1.20141e-06,2.83477e-06,-7.208768e-06,-6.8255190000000004e-06,-8.95135e-07,-8.91864e-07
182,train,27,0,True,True,0.272248,0.271308,0.000940442,0.31082,0.309854,0.305556,0.298937,0.272356,0.271414,True,0.5420535000000001,0.272248,0.271308,0.000940442,True,0.27235,0.27141,0.000940639,True,0.27236,0.271419,0.000941801,True,0.770114,0.770115,0.770115,0.770115,0.241903,0.12439,0.119561,0.770115,0.00125764,0.0012887,1.20947,-0.00320476,0.0143896,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940716,2.73637e-07,1.2014e-06,8.95131e-07,1.2014e-06,2.83476e-06,-7.208719e-06,-6.825464999999999e-06,-8.95131e-07,-8.9186e-07
183,train,59,1,True,True,0.271308,0.272249,-0.000940865,0.31082,0.309853,0.305763,0.300218,0.272356,0.271414,False,0.235791625,0.271308,0.272249,-0.000940865,False,0.27141,0.272351,-0.000941039,False,0.271418,0.272361,-0.000942209,False,0.082853,0.247884,0.142691,0.288773,0.750944,0.118654,0.138684,0.11585,0.00125669,0.00128257,-0.00540253,1.2105,0.0143935,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.00094091,-4.48881e-08,1.20139e-06,8.95127e-07,1.20139e-06,2.83475e-06,-7.208658e-06,-6.825410000000001e-06,-8.95127e-07,-8.91857e-07
184,train,28,0,True,True,0.272245,0.271305,0.000940281,0.310817,0.309851,0.305764,0.300225,0.272353,0.271411,True,0.36707737499999993,0.272245,0.271305,0.000940281,True,0.272347,0.271407,0.000940491,True,0.272358,0.271416,0.000941666,True,0.52447,0.365733,0.453304,0.600734,0.118889,0.344019,0.136189,0.393281,0.00125669,0.00128254,-0.0053984,1.2105,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940632,3.51246e-07,0.00271654,8.95124e-07,0.00271654,2.83474e-06,-0.015104242000000002,0.0024797730999999994,-8.95124e-07,-8.91853e-07
185,train,60,1,True,True,0.271307,0.272248,-0.000941065,0.310818,0.309852,0.306326,0.30044,0.272355,0.271413,False,0.1511760125,0.271307,0.272248,-0.000941065,False,0.271408,0.272349,-0.000941188,False,0.271417,0.27236,-0.000942494,False,0.209429,0.0830459,0.168639,0.236886,0.0841124,0.264663,0.0826328,0.08,0.00125412,0.00128152,-0.0056504,1.21046,0.0229366,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941263,-1.98038e-07,1.19044e-06,8.9512e-07,1.19044e-06,2.83473e-06,-7.099381999999999e-06,-6.847522e-06,-8.9512e-07,-8.91849e-07
186,train,29,0,True,True,0.272243,0.271303,0.00094035,0.310815,0.309848,0.306326,0.300443,0.272351,0.271409,True,0.36093624999999996,0.272243,0.271303,0.00094035,True,0.272345,0.271405,0.000940551,True,0.272355,0.271414,0.000941874,True,0.531274,0.502889,0.534256,0.557204,0.152056,0.089561,0.157529,0.362721,0.00125412,0.0012815,-0.00564649,1.21046,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940678,3.27813e-07,0.00224622,8.95117e-07,0.00224622,2.83472e-06,-0.012670528,0.002925149,-8.95117e-07,-8.91846e-07
187,train,61,1,True,True,0.271303,0.272244,-0.000940825,0.310815,0.309848,0.306324,0.300438,0.272351,0.271409,False,0.19387995,0.271303,0.272244,-0.000940825,False,0.271405,0.272346,-0.000940993,False,0.271414,0.272356,-0.0009423,False,0.0863096,0.241792,0.27736,0.148773,0.247982,0.215356,0.199654,0.133813,0.00125413,0.00128152,-0.00564979,1.21046,0.0229366,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940983,-1.57883e-07,1.18366e-06,8.95113e-07,1.18366e-06,2.83471e-06,-7.007686e-06,-6.875141e-06,-8.95113e-07,-8.91842e-07
188,train,30,0,True,True,0.272241,0.2713,0.000940352,0.310812,0.309846,0.305552,0.298934,0.272348,0.271407,True,0.4866560000000001,0.272241,0.2713,0.000940352,True,0.272343,0.271402,0.000940557,True,0.272353,0.271411,0.000941721,True,0.743989,0.637715,0.708511,0.703339,0.198008,0.152937,0.1903,0.558449,0.00125766,0.00128872,1.20947,-0.0032051,0.0144186,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940611,2.58742e-07,1.18365e-06,8.95109e-07,1.18365e-06,2.83469e-06,-7.007631e-06,-6.875084e-06,-8.95109e-07,-8.91839e-07
